brand,model,year,km,transmission,drivetrain,body,price,car_age,km_per_year
Kia,Ceed,2016,88738.0,Механика,Передний,Седан,515504,10,8874
BMW,X5,2008,267340.0,Механика,Передний,Седан,333513,18,14852
Kia,Ceed,2017,171497.0,Автомат,Полный,Седан,320677,9,19055
Toyota,Camry,2017,96452.0,Автомат,Передний,Хэтчбек,1095249,9,10717
Toyota,Land Cruiser,2008,223854.0,Автомат,Полный,Кроссовер,272669,18,12436
Volkswagen,Tiguan,2020,92184.0,Автомат,Задний,Седан,884232,6,15364
Volkswagen,Polo,2011,137244.0,Робот,Передний,Кроссовер,266373,15,9150
Toyota,Corolla,2021,54021.0,Механика,Передний,Кроссовер,2174430,5,10804
Kia,Ceed,2019,136749.0,Механика,Передний,Кроссовер,693975,7,19536
BMW,X5,2021,39502.0,Механика,Передний,Кроссовер,2231274,5,7900
Volkswagen,Golf,2018,163373.0,Автомат,Полный,Кроссовер,421551,8,20422
Volkswagen,Golf,2021,77115.0,Автомат,Передний,Седан,1206713,5,15423
Hyundai,ix35,2012,127151.0,Автомат,Передний,Кроссовер,285355,14,9082
Kia,Sportage,2017,132820.0,Автомат,Полный,Кроссовер,489754,9,14758
Kia,Ceed,2023,38415.0,Автомат,Передний,Кроссовер,1625792,3,12805
Kia,Optima,2018,121031.5,Автомат,Полный,Кроссовер,496079,8,15129
Hyundai,ix35,2018,69106.0,Механика,Передний,Кроссовер,854687,8,8638
Toyota,Land Cruiser,2008,274282.0,Механика,Передний,Хэтчбек,270758,18,15238
Kia,Sportage,2014,139294.0,Автомат,Передний,Кроссовер,307691,12,11608
Kia,Optima,2016,227000.0,Автомат,Передний,Кроссовер,281262,10,22700
Volkswagen,Passat,2018,83792.0,Механика,Полный,Седан,734793,8,10474
BMW,X3,2015,223479.0,Механика,Полный,Седан,399200,11,20316
Volkswagen,Tiguan,2016,222527.0,Автомат,Передний,Кроссовер,302145,10,22253
Toyota,Corolla,2012,212565.0,Автомат,Передний,Кроссовер,312798,14,15183
BMW,3 Series,2023,39510.0,Автомат,Полный,Седан,2572372,3,13170
Toyota,Land Cruiser,2009,374298.0,Автомат,Полный,Кроссовер,332980,17,22018
Volkswagen,Polo,2014,122239.0,Автомат,Полный,Кроссовер,306568,12,10187
Kia,Sportage,2016,221471.0,Автомат,Передний,Хэтчбек,264604,10,22147
Kia,Optima,2022,83260.0,Механика,Передний,Хэтчбек,1199966,4,20815
Kia,Ceed,2014,210037.0,Механика,Полный,Кроссовер,290833,12,17503
Kia,Sportage,2020,81290.0,Механика,Передний,Хэтчбек,896619,6,13548
Toyota,Corolla,2021,86723.0,Автомат,Передний,Кроссовер,1775515,5,17345
Toyota,RAV4,2008,301041.0,Робот,Передний,Седан,317645,18,16724
Toyota,Camry,2011,272037.0,Механика,Полный,Хэтчбек,315328,15,18136
Hyundai,Santa Fe,2017,133092.0,Механика,Передний,Хэтчбек,382604,9,14788
Toyota,RAV4,2017,154339.0,Механика,Передний,Седан,854553,9,17149
BMW,5 Series,2022,41538.0,Механика,Передний,Седан,2438609,4,10384
Kia,Rio,2012,223397.0,Автомат,Передний,Кроссовер,336402,14,15957
Kia,Sportage,2018,71484.0,Механика,Полный,Хэтчбек,710524,8,8936
Kia,Ceed,2010,216195.0,Автомат,Передний,Кроссовер,267460,16,13512
Toyota,Land Cruiser,2022,42429.0,Автомат,Передний,Хэтчбек,2147514,4,10607
BMW,X5,2019,115075.0,Автомат,Передний,Кроссовер,1243519,7,16439
BMW,X3,2012,184072.0,Автомат,Задний,Хэтчбек,335858,14,13148
Kia,Sportage,2021,80690.0,Механика,Полный,Хэтчбек,1154903,5,16138
Volkswagen,Passat,2011,214660.0,Робот,Полный,Седан,268441,15,14311
Kia,Sportage,2021,71346.0,Робот,Полный,Седан,1025147,5,14269
BMW,X5,2021,78053.0,Автомат,Полный,Седан,1868598,5,15611
Volkswagen,Polo,2009,300824.0,Автомат,Передний,Кроссовер,295704,17,17696
Volkswagen,Tiguan,2013,187022.0,Автомат,Полный,Хэтчбек,321163,13,14386
Kia,Optima,2019,166669.0,Механика,Полный,Хэтчбек,465451,7,23810
Volkswagen,Passat,2021,77216.0,Механика,Полный,Хэтчбек,955826,5,15443
Hyundai,Solaris,2022,58430.0,Робот,Задний,Хэтчбек,1245052,4,14608
Kia,Ceed,2024,34984.0,Механика,Передний,Седан,1582406,2,17492
Hyundai,ix35,2019,128900.0,Автомат,Задний,Седан,589208,7,18414
Volkswagen,Golf,2017,107573.0,Автомат,Передний,Хэтчбек,543529,9,11953
Hyundai,ix35,2013,171611.0,Автомат,Полный,Кроссовер,285226,13,13201
Hyundai,Solaris,2010,212406.0,Автомат,Передний,Хэтчбек,276648,16,13275
Toyota,RAV4,2019,75016.0,Робот,Передний,Седан,1487527,7,10717
Hyundai,Tucson,2016,157129.0,Механика,Полный,Кроссовер,318264,10,15713
Toyota,Camry,2008,358335.0,Автомат,Полный,Седан,289991,18,19908
BMW,X3,2009,204107.0,Механика,Передний,Седан,287135,17,12006
Volkswagen,Tiguan,2014,165386.0,Механика,Задний,Хэтчбек,282901,12,13782
Toyota,RAV4,2009,190334.0,Автомат,Полный,Кроссовер,292652,17,11196
Toyota,RAV4,2008,139157.0,Механика,Полный,Седан,330842,18,7731
Kia,Rio,2019,67717.0,Робот,Передний,Хэтчбек,798004,7,9674
Toyota,Land Cruiser,2012,171286.0,Автомат,Полный,Седан,381615,14,12235
Volkswagen,Polo,2024,13598.0,Механика,Полный,Хэтчбек,1546840,2,6799
Hyundai,Santa Fe,2019,111380.0,Автомат,Задний,Седан,780774,7,15911
Volkswagen,Passat,2024,27111.0,Автомат,Передний,Хэтчбек,1603926,2,13556
Volkswagen,Passat,2014,185527.0,Робот,Полный,Хэтчбек,260377,12,15461
Volkswagen,Golf,2022,5528.0,Автомат,Передний,Кроссовер,1229105,4,1382
BMW,5 Series,2013,283600.0,Механика,Передний,Кроссовер,279703,13,21815
Hyundai,Tucson,2024,40625.0,Робот,Передний,Кроссовер,1435039,2,20312
BMW,X3,2019,118943.0,Автомат,Полный,Хэтчбек,1356305,7,16992
Kia,Optima,2008,282814.0,Автомат,Передний,Хэтчбек,280384,18,15712
Volkswagen,Tiguan,2013,172571.0,Механика,Полный,Кроссовер,262603,13,13275
Toyota,Land Cruiser,2022,90494.0,Автомат,Полный,Кроссовер,2134293,4,22624
Volkswagen,Passat,2016,137351.0,Автомат,Полный,Кроссовер,345611,10,13735
Kia,Rio,2009,303376.0,Автомат,Передний,Кроссовер,319569,17,17846
Volkswagen,Tiguan,2020,90119.0,Автомат,Передний,Хэтчбек,915666,6,15020
Volkswagen,Polo,2014,205578.0,Автомат,Полный,Хэтчбек,295572,12,17132
Kia,Optima,2013,209289.0,Автомат,Передний,Хэтчбек,301125,13,16099
BMW,5 Series,2023,33936.0,Механика,Передний,Седан,2218521,3,11312
BMW,X5,2009,200923.0,Автомат,Полный,Седан,311744,17,11819
Kia,Optima,2011,121121.0,Автомат,Задний,Хэтчбек,319892,15,8075
Toyota,Camry,2008,172275.0,Автомат,Передний,Хэтчбек,278790,18,9571
Kia,Sportage,2020,65024.0,Автомат,Полный,Седан,912289,6,10837
Toyota,Land Cruiser,2009,259613.0,Автомат,Полный,Хэтчбек,278866,17,15271
Volkswagen,Tiguan,2011,225648.5,Механика,Передний,Кроссовер,344770,15,15043
Toyota,Corolla,2017,132361.0,Автомат,Передний,Хэтчбек,1187865,9,14707
Kia,Rio,2018,124886.0,Автомат,Полный,Хэтчбек,515569,8,15611
Kia,Ceed,2022,56131.0,Робот,Задний,Кроссовер,1303144,4,14033
Hyundai,Tucson,2019,163710.0,Механика,Полный,Седан,516612,7,23387
Kia,Ceed,2012,212565.0,Автомат,Полный,Седан,282887,14,15183
Volkswagen,Golf,2013,218365.0,Механика,Передний,Хэтчбек,332313,13,16797
Volkswagen,Passat,2010,318644.0,Автомат,Передний,Хэтчбек,287510,16,19915
Hyundai,Tucson,2016,176196.0,Робот,Задний,Кроссовер,340442,10,17620
Volkswagen,Passat,2008,483212.0,Робот,Передний,Седан,312465,18,26845
Toyota,Corolla,2023,37952.0,Автомат,Передний,Кроссовер,2785679,3,12651
Volkswagen,Tiguan,2013,187468.0,Автомат,Полный,Седан,324291,13,14421
Toyota,Corolla,2009,168705.0,Автомат,Полный,Седан,336922,17,9924
Hyundai,ix35,2022,40751.0,Автомат,Передний,Кроссовер,1235151,4,10188
Hyundai,Solaris,2010,321513.0,Механика,Передний,Седан,332958,16,20095
Kia,Optima,2012,154673.0,Механика,Полный,Седан,327197,14,11048
Volkswagen,Passat,2020,56474.0,Автомат,Полный,Кроссовер,895611,6,9412
Kia,Ceed,2020,93004.0,Автомат,Передний,Кроссовер,926457,6,15501
Kia,Ceed,2022,84840.0,Механика,Передний,Хэтчбек,1133316,4,21210
Hyundai,Solaris,2023,35339.0,Автомат,Передний,Седан,1638897,3,11780
Volkswagen,Passat,2012,184412.0,Автомат,Полный,Хэтчбек,333485,14,13172
BMW,5 Series,2010,151419.0,Механика,Полный,Седан,287587,16,9464
BMW,X3,2018,115372.0,Механика,Задний,Седан,1205984,8,14422
BMW,5 Series,2009,165297.0,Механика,Полный,Седан,288070,17,9723
Hyundai,Santa Fe,2020,117886.0,Механика,Передний,Кроссовер,909273,6,19648
Toyota,RAV4,2008,318539.0,Механика,Передний,Седан,298980,18,17697
Volkswagen,Polo,2010,121013.0,Автомат,Передний,Хэтчбек,314510,16,7563
BMW,X3,2018,157489.0,Автомат,Полный,Кроссовер,1248222,8,19686
Hyundai,ix35,2016,127168.0,Механика,Полный,Седан,369810,10,12717
Kia,Sportage,2018,115532.0,Механика,Передний,Хэтчбек,611013,8,14442
Toyota,Corolla,2010,162025.0,Механика,Передний,Седан,273146,16,10127
Toyota,RAV4,2018,112159.0,Автомат,Полный,Хэтчбек,1238809,8,14020
Hyundai,Solaris,2023,48715.0,Робот,Полный,Кроссовер,1492593,3,16238
Toyota,RAV4,2021,72172.0,Механика,Передний,Кроссовер,1739843,5,14434
Kia,Optima,2008,219053.0,Механика,Полный,Седан,278430,18,12170
Toyota,RAV4,2009,398074.0,Автомат,Передний,Седан,276424,17,23416
BMW,X3,2014,190949.0,Автомат,Полный,Кроссовер,471590,12,15912
Kia,Rio,2021,86672.0,Механика,Полный,Хэтчбек,1151108,5,17334
Toyota,Corolla,2015,240774.0,Автомат,Передний,Хэтчбек,391819,11,21889
BMW,3 Series,2024,20332.0,Автомат,Передний,Кроссовер,2901307,2,10166
Toyota,Camry,2011,144167.0,Механика,Передний,Хэтчбек,355382,15,9611
Kia,Rio,2008,197405.0,Механика,Полный,Седан,278727,18,10967
Volkswagen,Polo,2012,122448.0,Механика,Передний,Кроссовер,273918,14,8746
Kia,Ceed,2023,31946.0,Автомат,Передний,Кроссовер,1550252,3,10649
Kia,Rio,2022,72159.0,Автомат,Передний,Кроссовер,1126377,4,18040
Volkswagen,Polo,2013,174636.0,Механика,Передний,Кроссовер,311532,13,13434
Hyundai,Santa Fe,2022,74215.0,Автомат,Передний,Хэтчбек,1264520,4,18554
Volkswagen,Passat,2017,103581.0,Автомат,Полный,Седан,607929,9,11509
Volkswagen,Polo,2021,77647.0,Механика,Передний,Кроссовер,1062992,5,15529
Toyota,RAV4,2017,131449.0,Механика,Полный,Кроссовер,1121686,9,14605
Volkswagen,Polo,2008,413043.0,Автомат,Полный,Хэтчбек,275815,18,22947
BMW,3 Series,2022,107386.0,Автомат,Передний,Хэтчбек,1796840,4,26846
Hyundai,Santa Fe,2013,160061.0,Автомат,Передний,Седан,255255,13,12312
BMW,5 Series,2010,193455.0,Автомат,Полный,Хэтчбек,287549,16,12091
Toyota,Camry,2016,146835.0,Автомат,Полный,Кроссовер,753009,10,14684
Toyota,Camry,2024,26824.0,Автомат,Передний,Кроссовер,3061566,2,13412
Hyundai,Santa Fe,2024,33730.0,Автомат,Передний,Кроссовер,1635048,2,16865
Hyundai,Santa Fe,2015,101979.0,Автомат,Передний,Кроссовер,369604,11,9271
BMW,X3,2023,63855.0,Механика,Полный,Кроссовер,2511664,3,21285
Volkswagen,Polo,2018,120318.0,Автомат,Передний,Хэтчбек,663544,8,15040
Toyota,Land Cruiser,2020,98785.0,Автомат,Передний,Седан,1866534,6,16464
BMW,X5,2015,233262.0,Механика,Полный,Седан,423887,11,21206
Hyundai,ix35,2022,42025.0,Автомат,Полный,Хэтчбек,1239584,4,10506
Kia,Optima,2024,17958.0,Автомат,Полный,Кроссовер,1465790,2,8979
BMW,X5,2011,230666.0,Автомат,Передний,Кроссовер,268425,15,15378
BMW,3 Series,2012,222387.0,Механика,Полный,Хэтчбек,303277,14,15885
Kia,Rio,2019,133711.0,Механика,Передний,Седан,708442,7,19102
BMW,3 Series,2011,240686.0,Автомат,Полный,Хэтчбек,336247,15,16046
Kia,Optima,2015,139926.0,Автомат,Передний,Хэтчбек,319122,11,12721
Hyundai,Tucson,2015,102545.0,Автомат,Задний,Кроссовер,368533,11,9322
BMW,3 Series,2013,231471.0,Автомат,Передний,Седан,344031,13,17805
Toyota,Land Cruiser,2012,246418.0,Автомат,Передний,Кроссовер,257745,14,17601
Volkswagen,Polo,2011,192331.0,Механика,Передний,Кроссовер,257638,15,12822
Kia,Rio,2015,219766.0,Механика,Задний,Седан,332951,11,19979
Hyundai,Tucson,2014,164450.0,Робот,Передний,Хэтчбек,290320,12,13704
Hyundai,ix35,2021,41157.0,Автомат,Передний,Кроссовер,1140980,5,8231
Toyota,RAV4,2017,169118.0,Автомат,Передний,Хэтчбек,918334,9,18791
Kia,Sportage,2015,142950.0,Автомат,Полный,Седан,264185,11,12995
Toyota,Land Cruiser,2020,112629.0,Механика,Передний,Седан,1564679,6,18772
BMW,X3,2019,100771.0,Автомат,Передний,Седан,1453607,7,14396
BMW,5 Series,2023,53600.0,Автомат,Передний,Седан,2514174,3,17867
Toyota,Land Cruiser,2018,165027.0,Механика,Передний,Седан,918127,8,20628
BMW,X5,2022,75224.0,Механика,Передний,Кроссовер,2402985,4,18806
Hyundai,Tucson,2016,157419.0,Механика,Полный,Седан,292541,10,15742
Volkswagen,Golf,2016,57581.0,Механика,Полный,Хэтчбек,606368,10,5758
Toyota,RAV4,2016,130210.0,Механика,Полный,Хэтчбек,894059,10,13021
Hyundai,Tucson,2023,41228.0,Автомат,Полный,Кроссовер,1627169,3,13743
Kia,Optima,2008,285074.0,Робот,Полный,Кроссовер,344091,18,15837
Toyota,RAV4,2014,173285.0,Механика,Полный,Седан,558426,12,14440
Kia,Sportage,2011,290451.0,Автомат,Задний,Кроссовер,331140,15,19363
Hyundai,ix35,2010,206273.0,Робот,Передний,Хэтчбек,306612,16,12892
Volkswagen,Passat,2021,82803.0,Автомат,Полный,Кроссовер,929088,5,16561
BMW,X5,2010,159060.0,Автомат,Передний,Кроссовер,260056,16,9941
BMW,X3,2010,175762.0,Механика,Передний,Хэтчбек,304612,16,10985
Volkswagen,Tiguan,2015,111933.0,Автомат,Полный,Хэтчбек,371455,11,10176
Volkswagen,Tiguan,2024,30439.0,Механика,Передний,Седан,1737213,2,15220
Kia,Sportage,2014,196187.0,Автомат,Передний,Седан,314220,12,16349
Toyota,Corolla,2017,158104.0,Автомат,Передний,Хэтчбек,862482,9,17567
Hyundai,ix35,2013,185010.0,Механика,Передний,Хэтчбек,264485,13,14232
Toyota,RAV4,2010,204290.0,Автомат,Полный,Хэтчбек,325097,16,12768
Kia,Optima,2020,125270.0,Автомат,Передний,Кроссовер,745668,6,20878
Volkswagen,Polo,2022,58839.0,Автомат,Передний,Хэтчбек,1161482,4,14710
Volkswagen,Polo,2008,220129.0,Механика,Передний,Кроссовер,270648,18,12229
Volkswagen,Passat,2013,193130.0,Механика,Полный,Хэтчбек,292083,13,14856
Volkswagen,Polo,2010,288959.0,Автомат,Передний,Седан,317603,16,18060
Hyundai,Santa Fe,2023,43855.0,Механика,Передний,Седан,1233728,3,14618
Hyundai,ix35,2019,119725.0,Механика,Полный,Седан,619952,7,17104
Volkswagen,Polo,2014,171952.0,Автомат,Передний,Хэтчбек,281528,12,14329
Toyota,Camry,2022,64015.0,Автомат,Передний,Кроссовер,2325495,4,16004
Toyota,RAV4,2017,166807.0,Автомат,Передний,Хэтчбек,858388,9,18534
Kia,Sportage,2010,247109.0,Робот,Передний,Кроссовер,329174,16,15444
Kia,Rio,2012,315297.0,Автомат,Передний,Кроссовер,326593,14,22521
Toyota,RAV4,2019,76859.0,Автомат,Передний,Хэтчбек,1451199,7,10980
Volkswagen,Tiguan,2015,165872.0,Автомат,Полный,Хэтчбек,312022,11,15079
Volkswagen,Polo,2024,29635.0,Механика,Полный,Седан,1701793,2,14818
Kia,Rio,2024,28326.0,Автомат,Полный,Седан,1488336,2,14163
Kia,Rio,2015,238246.0,Автомат,Передний,Хэтчбек,311385,11,21659
Toyota,Land Cruiser,2008,256990.0,Автомат,Передний,Седан,260901,18,14277
BMW,X5,2018,80096.0,Автомат,Полный,Кроссовер,1316518,8,10012
BMW,3 Series,2012,204912.0,Автомат,Задний,Седан,326743,14,14637
Volkswagen,Tiguan,2017,137211.0,Автомат,Передний,Хэтчбек,480714,9,15246
Kia,Optima,2022,46900.0,Автомат,Полный,Хэтчбек,1170997,4,11725
Toyota,Corolla,2017,142294.0,Автомат,Полный,Седан,970007,9,15810
Kia,Optima,2012,286166.0,Автомат,Передний,Кроссовер,326300,14,20440
Toyota,Camry,2021,69187.0,Механика,Полный,Кроссовер,1952539,5,13837
BMW,X3,2013,192563.0,Робот,Задний,Кроссовер,303806,13,14813
Volkswagen,Passat,2018,103676.0,Автомат,Полный,Кроссовер,622703,8,12960
Toyota,Camry,2020,81359.0,Механика,Передний,Хэтчбек,1582241,6,13560
Toyota,Land Cruiser,2019,127396.0,Автомат,Передний,Кроссовер,1229176,7,18199
Volkswagen,Golf,2013,200115.0,Механика,Передний,Кроссовер,295302,13,15393
BMW,X3,2024,24843.0,Автомат,Полный,Седан,3103482,2,12422
Toyota,Camry,2009,210145.0,Автомат,Передний,Кроссовер,267622,17,12361
Kia,Optima,2016,185978.0,Автомат,Передний,Хэтчбек,329121,10,18598
Kia,Ceed,2016,126130.0,Механика,Передний,Кроссовер,380633,10,12613
Toyota,Land Cruiser,2010,324884.0,Автомат,Задний,Кроссовер,274760,16,20305
Toyota,RAV4,2010,175548.0,Механика,Полный,Кроссовер,277833,16,10972
Toyota,Land Cruiser,2021,70473.0,Механика,Передний,Седан,1799100,5,14095
Volkswagen,Tiguan,2020,92739.0,Автомат,Передний,Хэтчбек,982486,6,15456
Volkswagen,Passat,2013,193292.0,Автомат,Передний,Седан,272434,13,14869
BMW,X3,2014,127039.0,Механика,Передний,Хэтчбек,639385,12,10587
Volkswagen,Polo,2012,227267.0,Механика,Передний,Седан,305904,14,16233
Toyota,RAV4,2018,92742.0,Автомат,Передний,Хэтчбек,1344992,8,11593
BMW,X3,2011,190590.0,Механика,Передний,Хэтчбек,274679,15,12706
Hyundai,Solaris,2014,181325.0,Автомат,Полный,Седан,341024,12,15110
Volkswagen,Polo,2010,385713.0,Автомат,Полный,Хэтчбек,258690,16,24107
Hyundai,Santa Fe,2009,233968.0,Автомат,Передний,Седан,307142,17,13763
Kia,Rio,2010,213571.0,Автомат,Передний,Хэтчбек,281403,16,13348
BMW,X5,2008,262987.0,Автомат,Передний,Кроссовер,342689,18,14610
Hyundai,Santa Fe,2017,174638.0,Автомат,Задний,Седан,270161,9,19404
BMW,X5,2008,156502.0,Автомат,Задний,Седан,328965,18,8695
Volkswagen,Tiguan,2016,146835.0,Автомат,Полный,Седан,297160,10,14684
Hyundai,Solaris,2021,65620.0,Автомат,Передний,Седан,1214722,5,13124
Volkswagen,Golf,2014,172044.0,Механика,Передний,Седан,282304,12,14337
Toyota,Camry,2010,353353.0,Автомат,Полный,Седан,290114,16,22085
Hyundai,ix35,2008,276828.0,Автомат,Передний,Седан,289409,18,15379
BMW,X3,2019,151604.0,Робот,Полный,Седан,1182969,7,21658
Hyundai,Tucson,2015,144414.0,Автомат,Передний,Седан,258533,11,13129
Hyundai,Santa Fe,2016,193776.0,Автомат,Передний,Седан,277625,10,19378
BMW,X3,2011,288946.0,Автомат,Передний,Хэтчбек,329242,15,19263
Hyundai,Tucson,2017,149964.0,Автомат,Полный,Хэтчбек,386259,9,16663
Toyota,Corolla,2010,253580.0,Автомат,Передний,Хэтчбек,306522,16,15849
Kia,Rio,2008,403027.0,Автомат,Передний,Седан,342316,18,22390
BMW,X5,2008,281144.0,Робот,Полный,Седан,344546,18,15619
Kia,Rio,2016,109914.0,Механика,Задний,Хэтчбек,489594,10,10991
Hyundai,Solaris,2021,74050.0,Механика,Передний,Кроссовер,920994,5,14810
Kia,Sportage,2013,203827.0,Автомат,Полный,Хэтчбек,302291,13,15679
Kia,Rio,2011,265161.0,Автомат,Полный,Кроссовер,292656,15,17677
Hyundai,Solaris,2016,128425.0,Автомат,Передний,Седан,348580,10,12842
Toyota,Land Cruiser,2019,120496.0,Робот,Задний,Кроссовер,1310816,7,17214
Volkswagen,Tiguan,2010,151474.0,Механика,Полный,Седан,294836,16,9467
Hyundai,Santa Fe,2012,201878.0,Автомат,Полный,Кроссовер,341849,14,14420
BMW,3 Series,2023,49188.0,Механика,Полный,Хэтчбек,2319507,3,16396
BMW,5 Series,2018,135618.0,Автомат,Передний,Кроссовер,1297155,8,16952
Volkswagen,Tiguan,2019,102598.0,Автомат,Полный,Седан,780822,7,14657
BMW,5 Series,2013,213400.0,Робот,Полный,Хэтчбек,330927,13,16415
Kia,Sportage,2021,71412.0,Автомат,Задний,Кроссовер,1061652,5,14282
Kia,Ceed,2018,171363.0,Автомат,Передний,Седан,455675,8,21420
Volkswagen,Tiguan,2018,139617.0,Автомат,Задний,Хэтчбек,531602,8,17452
Kia,Sportage,2013,198149.0,Робот,Передний,Хэтчбек,282051,13,15242
Volkswagen,Passat,2012,152972.0,Механика,Передний,Седан,309214,14,10927
Hyundai,ix35,2015,124079.0,Автомат,Передний,Седан,345803,11,11280
Kia,Ceed,2014,280710.0,Автомат,Передний,Кроссовер,274022,12,23392
Toyota,Land Cruiser,2022,70737.0,Механика,Полный,Седан,2023522,4,17684
Toyota,RAV4,2017,127380.0,Автомат,Задний,Седан,1193629,9,14153
Toyota,Camry,2015,132200.0,Механика,Задний,Кроссовер,792600,11,12018
Volkswagen,Golf,2008,155051.0,Механика,Передний,Хэтчбек,283948,18,8614
Kia,Sportage,2022,51551.0,Робот,Передний,Седан,1201135,4,12888
Toyota,Land Cruiser,2024,42206.0,Механика,Передний,Седан,2576236,2,21103
Volkswagen,Tiguan,2021,33356.0,Автомат,Передний,Седан,1039828,5,6671
Volkswagen,Polo,2018,128905.0,Автомат,Передний,Седан,509686,8,16113
Hyundai,ix35,2022,43449.0,Автомат,Задний,Седан,1434578,4,10862
Toyota,RAV4,2011,279944.0,Автомат,Задний,Кроссовер,256780,15,18663
Kia,Ceed,2023,14946.0,Автомат,Передний,Хэтчбек,1652770,3,4982
Toyota,Camry,2013,189788.0,Автомат,Полный,Седан,388225,13,14599
Toyota,Corolla,2011,171058.0,Робот,Полный,Седан,293884,15,11404
BMW,3 Series,2012,217267.0,Автомат,Задний,Кроссовер,273825,14,15519
Toyota,Corolla,2014,148340.0,Механика,Полный,Седан,581186,12,12362
Volkswagen,Golf,2021,50788.0,Автомат,Передний,Хэтчбек,1244921,5,10158
Volkswagen,Polo,2008,197029.0,Механика,Передний,Кроссовер,306451,18,10946
BMW,5 Series,2008,239016.0,Автомат,Полный,Седан,334707,18,13279
Volkswagen,Polo,2020,87642.0,Механика,Задний,Кроссовер,974800,6,14607
Hyundai,Santa Fe,2010,206716.0,Автомат,Полный,Кроссовер,273793,16,12920
Kia,Ceed,2012,135745.0,Робот,Задний,Хэтчбек,314395,14,9696
Hyundai,Solaris,2008,362834.0,Автомат,Полный,Кроссовер,307141,18,20157
Volkswagen,Tiguan,2021,104472.0,Автомат,Полный,Кроссовер,1056676,5,20894
BMW,3 Series,2020,106520.0,Автомат,Полный,Кроссовер,1707465,6,17753
Kia,Ceed,2018,106518.0,Автомат,Полный,Хэтчбек,658317,8,13315
BMW,5 Series,2010,276666.0,Автомат,Задний,Кроссовер,277423,16,17292
Volkswagen,Passat,2010,196204.0,Механика,Полный,Седан,328112,16,12263
BMW,X3,2022,56813.0,Автомат,Передний,Хэтчбек,2094389,4,14203
Toyota,Land Cruiser,2015,116398.0,Автомат,Задний,Кроссовер,881624,11,10582
BMW,3 Series,2020,96708.0,Автомат,Передний,Кроссовер,1721194,6,16118
BMW,3 Series,2014,135710.0,Механика,Полный,Кроссовер,651071,12,11309
Kia,Ceed,2011,296664.0,Автомат,Полный,Хэтчбек,329212,15,19778
Hyundai,Santa Fe,2013,194334.0,Автомат,Передний,Хэтчбек,291202,13,14949
Kia,Rio,2023,49531.0,Автомат,Передний,Хэтчбек,1534747,3,16510
Kia,Sportage,2011,276660.0,Механика,Передний,Хэтчбек,308184,15,18444
Volkswagen,Passat,2014,99937.0,Автомат,Передний,Хэтчбек,347693,12,8328
Toyota,Land Cruiser,2022,14546.0,Механика,Передний,Седан,2465283,4,3636
Volkswagen,Passat,2022,42340.0,Автомат,Полный,Кроссовер,1123027,4,10585
Kia,Optima,2009,268828.0,Механика,Полный,Хэтчбек,321537,17,15813
BMW,X5,2011,223112.0,Механика,Передний,Хэтчбек,323330,15,14874
Toyota,Land Cruiser,2014,193514.0,Автомат,Полный,Хэтчбек,512562,12,16126
Toyota,Camry,2012,126305.0,Автомат,Передний,Седан,522214,14,9022
Toyota,Corolla,2022,53107.0,Автомат,Передний,Хэтчбек,2079032,4,13277
Hyundai,ix35,2009,387271.0,Автомат,Передний,Кроссовер,306240,17,22781
Toyota,Camry,2017,68651.0,Автомат,Передний,Хэтчбек,1070926,9,7628
Hyundai,ix35,2022,42353.0,Механика,Передний,Хэтчбек,1447050,4,10588
Volkswagen,Passat,2010,291532.0,Механика,Задний,Хэтчбек,292321,16,18221
Volkswagen,Tiguan,2009,301605.0,Механика,Полный,Хэтчбек,274183,17,17741
BMW,X5,2022,56660.0,Автомат,Передний,Хэтчбек,2366974,4,14165
Hyundai,Solaris,2008,227702.0,Автомат,Полный,Седан,290199,18,12650
Kia,Ceed,2014,182753.0,Автомат,Передний,Седан,296457,12,15229
Toyota,RAV4,2011,304079.0,Механика,Полный,Кроссовер,278712,15,20272
Toyota,Land Cruiser,2019,126734.0,Автомат,Передний,Кроссовер,1415844,7,18105
Toyota,Camry,2009,294007.0,Автомат,Передний,Хэтчбек,344337,17,17295
Volkswagen,Golf,2020,81525.0,Механика,Передний,Хэтчбек,812281,6,13588
BMW,3 Series,2023,35944.0,Автомат,Передний,Кроссовер,2482593,3,11981
Toyota,Camry,2024,30000.0,Робот,Передний,Седан,2581263,2,15000
BMW,X3,2010,195130.0,Механика,Полный,Хэтчбек,338961,16,12196
Kia,Rio,2011,314779.0,Автомат,Задний,Хэтчбек,290142,15,20985
BMW,X5,2024,26952.0,Автомат,Передний,Седан,2495222,2,13476
BMW,5 Series,2022,57266.0,Автомат,Полный,Седан,1923494,4,14316
Volkswagen,Passat,2024,25466.0,Автомат,Передний,Хэтчбек,1612889,2,12733
Volkswagen,Polo,2011,325422.0,Автомат,Передний,Хэтчбек,323162,15,21695
Volkswagen,Passat,2020,92904.0,Робот,Передний,Хэтчбек,990672,6,15484
Volkswagen,Passat,2008,218926.0,Автомат,Полный,Кроссовер,316566,18,12163
Toyota,RAV4,2019,90362.0,Робот,Полный,Хэтчбек,1477420,7,12909
Toyota,Camry,2010,115474.0,Автомат,Передний,Кроссовер,409787,16,7217
Toyota,Corolla,2009,230521.0,Автомат,Полный,Кроссовер,299673,17,13560
